time,x ang vel,y ang vel,z ang vel,x accel,y accel,z accel,x mag,y mag,z mag
1.558000, -1.973097, 0.700959, -1.942009, 10.610855, 6.701119, 1.624227, 0.000025, -0.000032, 0.000032
1.559000, -1.961667, 0.743958, -1.218675, 10.653438, 6.840453, 1.619146, 0.000025, -0.000032, 0.000032
1.560000, -1.905121, 0.820425, -1.205114, 10.673491, 6.797666, 1.588521, 0.000025, -0.000032, 0.000032
1.561000, -2.050466, 0.787929, -1.420071, 10.698395, 6.954399, 1.604142, 0.000025, -0.000032, 0.000032
1.562000, -1.647066, 1.027113, -1.521310, 10.502798, 6.903806, 1.615803, 0.000025, -0.000032, 0.000032
1.563000, -2.008820, 0.725315, -1.541410, 10.543177, 6.948727, 1.495985, 0.000025, -0.000032, 0.000032
1.564000, -1.762001, 0.581294, -1.264822, 10.644340, 6.786562, 1.634045, 0.000025, -0.000032, 0.000031
1.565000, -1.920690, 0.730875, -1.640787, 10.605611, 6.878509, 1.563288, 0.000025, -0.000032, 0.000032
1.566000, -1.849228, 0.547511, -1.666555, 10.552284, 6.929207, 1.609084, 0.000025, -0.000032, 0.000031
1.567000, -1.733801, 0.550405, -1.451880, 10.614070, 7.069201, 1.795545, 0.000025, -0.000032, 0.000032
1.568000, -2.049179, 0.587165, -1.648876, 10.666509, 6.927385, 1.606217, 0.000025, -0.000032, 0.000031
1.569000, -1.944330, 0.706377, -1.509893, 10.614482, 6.977494, 1.553192, 0.000025, -0.000032, 0.000031
1.570000, -1.944461, 0.807747, -1.577898, 10.556333, 7.100721, 1.544833, 0.000025, -0.000032, 0.000031
1.571000, -1.878253, 0.740564, -1.530746, 10.508006, 7.117915, 1.599235, 0.000025, -0.000032, 0.000031
1.572000, -1.885286, 1.002844, -1.586005, 10.508574, 7.160685, 1.607099, 0.000025, -0.000032, 0.000031
1.573000, -1.885144, 0.815953, -1.496229, 10.392844, 7.336766, 1.718523, 0.000025, -0.000032, 0.000031
1.574000, -1.886839, 0.488788, -1.508214, 10.461436, 7.102800, 1.642369, 0.000025, -0.000032, 0.000031
1.575000, -1.952084, 0.496611, -1.399827, 10.410196, 7.201183, 1.453741, 0.000025, -0.000032, 0.000031
1.576000, -2.004433, 0.636118, -1.494102, 10.220874, 7.281480, 1.614352, 0.000026, -0.000032, 0.000031
1.577000, -1.831261, 0.747911, -1.310793, 10.317398, 7.299643, 1.491118, 0.000025, -0.000033, 0.000031
1.578000, -2.118164, 0.720416, -1.615858, 10.388065, 7.209456, 1.605805, 0.000025, -0.000033, 0.000031
1.579000, -2.034147, 0.669956, -1.595538, 10.257968, 7.393888, 1.581961, 0.000025, -0.000032, 0.000031
1.580000, -2.052854, 0.540534, -1.623128, 10.284374, 7.402318, 1.436209, 0.000025, -0.000032, 0.000031
1.581000, -2.180866, 0.619078, -1.771748, 10.299896, 7.452899, 1.647787, 0.000026, -0.000032, 0.000031
1.582000, -2.001079, 0.549141, -1.071198, 10.177388, 7.479615, 1.469500, 0.000025, -0.000032, 0.000031
1.583000, -2.016016, 0.550864, -1.705927, 10.210170, 7.481183, 1.525064, 0.000026, -0.000032, 0.000031
1.584000, -2.159836, 0.596589, -1.404582, 10.292970, 7.400264, 1.514117, 0.000026, -0.000032, 0.000031
1.585000, -1.982943, 0.515399, -1.566238, 10.179714, 7.502715, 1.682802, 0.000026, -0.000033, 0.000031
1.586000, -1.945883, 0.489447, -1.728944, 10.202761, 7.548125, 1.498336, 0.000026, -0.000033, 0.000030
1.587000, -2.025548, 0.678442, -1.575142, 10.181484, 7.626559, 1.615553, 0.000026, -0.000033, 0.000031
1.588000, -1.861095, 0.546517, -1.445338, 10.210392, 7.701169, 1.531790, 0.000026, -0.000033, 0.000030
1.589000, -1.954498, 0.577124, -1.595578, 10.209482, 7.691254, 1.595488, 0.000026, -0.000033, 0.000030
1.590000, -2.028074, 0.526009, -1.742351, 10.176645, 7.741491, 1.607023, 0.000026, -0.000033, 0.000030
1.591000, -2.037087, 0.428339, -1.628111, 10.077402, 7.593752, 1.674470, 0.000026, -0.000033, 0.000030
1.592000, -1.939354, 0.223390, -1.358752, 10.239656, 7.740853, 1.572774, 0.000026, -0.000033, 0.000030
1.593000, -2.023555, 0.640731, -1.505545, 9.997341, 7.800587, 1.484949, 0.000026, -0.000033, 0.000030
1.594000, -1.840076, 0.684605, -1.584435, 10.108420, 7.860077, 1.543649, 0.000026, -0.000033, 0.000030
1.595000, -1.918647, 0.594111, -1.747217, 10.097563, 7.692734, 1.497177, 0.000026, -0.000033, 0.000030
1.596000, -2.283991, 0.571109, -1.665870, 10.019131, 7.800483, 1.344107, 0.000026, -0.000033, 0.000030
1.597000, -2.103909, 0.313388, -1.640969, 9.887198, 7.894782, 1.522987, 0.000026, -0.000033, 0.000030
1.598000, -2.248483, 0.370465, -1.700329, 9.999442, 7.915743, 1.413237, 0.000026, -0.000033, 0.000030
1.599000, -1.710692, 0.211637, -1.634861, 10.001782, 7.995976, 1.514387, 0.000026, -0.000033, 0.000030
1.600000, -1.838552, 0.478789, -1.640572, 9.995131, 7.890278, 1.374061, 0.000026, -0.000033, 0.000030
1.601000, -2.135486, 0.278158, -1.635462, 9.927906, 8.049639, 1.519153, 0.000026, -0.000033, 0.000029
1.602000, -2.038053, 0.780106, -1.692693, 9.874942, 8.001875, 1.512534, 0.000026, -0.000033, 0.000030
1.603000, -2.209590, 0.505978, -1.829163, 9.953721, 8.105063, 1.511234, 0.000026, -0.000033, 0.000030
1.604000, -2.170914, 0.260153, -1.522446, 9.916377, 8.066218, 1.373639, 0.000026, -0.000033, 0.000029
1.605000, -2.123892, 0.253391, -1.664629, 9.864638, 8.088185, 1.612482, 0.000027, -0.000033, 0.000029
1.606000, -1.984774, 0.582935, -1.704866, 9.870307, 8.133976, 1.531735, 0.000026, -0.000033, 0.000030
1.607000, -2.152103, 0.469335, -1.621776, 9.776434, 8.259381, 1.473254, 0.000027, -0.000033, 0.000029
1.608000, -2.144395, 0.501751, -1.892656, 9.667183, 8.289146, 1.398512, 0.000027, -0.000033, 0.000029
1.609000, -1.851809, 0.311927, -1.570224, 9.762881, 8.330922, 1.353697, 0.000027, -0.000033, 0.000029
1.610000, -2.247961, 0.467643, -1.915993, 9.746062, 8.298255, 1.499413, 0.000027, -0.000033, 0.000029
1.611000, -2.165407, 0.142595, -1.671460, 9.728795, 8.179171, 1.476670, 0.000027, -0.000033, 0.000029
1.612000, -2.036071, 0.341386, -1.679370, 9.736402, 8.395901, 1.592899, 0.000027, -0.000033, 0.000029
1.613000, -2.006985, 0.490581, -1.838296, 9.710423, 8.432193, 1.358225, 0.000027, -0.000033, 0.000029
1.614000, -2.160917, 0.311282, -1.842514, 9.687665, 8.412547, 1.453075, 0.000027, -0.000033, 0.000029
