t,x,y,z,vx,vy,vz,mass,ux,uy,uz,sigma
252,0,0,2.278510102430953,0,0,-3.694332415865039,77.41021851985295,0,0,12.820388228324019,12.820388228481418
253,0,0,2.186151792034327,0,0,-3.61907271015694,77.39616909477654,0,0,12.823620099096196,12.82362009924951
254,0,0,2.0956749742804037,0,0,-3.543732207679536,77.38211867884216,0,0,12.82689773185425,12.826897732012354
255,0,0,2.0070816690884175,0,0,-3.468309764383181,77.3680672233891,0,0,12.829958465646891,12.829958465816125
256,0,0,1.9203739249788376,0,0,-3.39281080274201,77.35401496745146,0,0,12.833134948249588,12.833134948410788
257,0,0,1.8355536549102882,0,0,-3.3172324290357715,77.33996178565074,0,0,12.836293202645066,12.836293202807145
258,0,0,1.752622844184395,0,0,-3.241575098969646,77.32590769937468,0,0,12.839431208057293,12.839431208209028
259,0,0,1.6715834667101535,0,0,-3.165839318768215,77.3118527322084,0,0,12.84248556348358,12.842485563656265
260,0,0,1.5924374837409496,0,0,-3.090027179681127,77.29779697710524,0,0,12.845585177031692,12.845585177200498
261,0,0,1.5151868042489223,0,0,-3.014137550255336,77.28374038590337,0,0,12.848664734411386,12.848664734575697
262,0,0,1.4398333654925395,0,0,-2.938170931895052,77.26968298192963,0,0,12.851723007819134,12.851723007993122
263,0,0,1.3663790921951637,0,0,-2.8621278566995754,77.25562478983758,0,0,12.854760205688372,12.854760205850031
264,0,0,1.2948258957776753,0,0,-2.7860088515573675,77.24156583403523,0,0,12.857775648152137,12.857775648323605
265,0,0,1.2251756744887412,0,0,-2.709814460353565,77.22750613965768,0,0,12.86075406564534,12.8607540658121
266,0,0,1.157430312979903,0,0,-2.633545608712433,77.21344574851457,0,0,12.863781905526356,12.863781905699046
267,0,0,1.0915916727620931,0,0,-2.5572010610742755,77.19938460790095,0,0,12.866731779491431,12.866731779663505
268,0,0,1.0276616462352373,0,0,-2.4807827665869913,77.1853228043583,0,0,12.869659235995574,12.869659236165086
269,0,0,0.9656420770705627,0,0,-2.404291285687103,77.17126036367466,0,0,12.872565391787981,12.872565391961302
270,0,0,0.9055347949283862,0,0,-2.3277271508924047,77.15719731040038,0,0,12.875448552770916,12.875448552941595
271,0,0,0.8473416161560766,0,0,-2.2510909370731333,77.1431336709188,0,0,12.87830716004885,12.878307160223084
272,0,0,0.7910643427292484,0,0,-2.1743832580719133,77.12906947329681,0,0,12.881143763868941,12.881143764035402
273,0,0,0.7367047612774515,0,0,-2.0976046639751913,77.11500474279785,0,0,12.883957429187893,12.883957429362924
274,0,0,0.6842646446780724,0,0,-2.0207557282454953,77.10093950568806,0,0,12.886746100664729,12.886746100830873
275,0,0,0.6337457514719358,0,0,-1.9438370757288783,77.08687379045793,0,0,12.889493776405466,12.88949377658721
276,0,0,0.5851498245787147,0,0,-1.866849731318743,77.07280764303947,0,0,12.892236168203281,12.89223616837519
277,0,0,0.5384785812957477,0,0,-1.7897938271136624,77.05874107037089,0,0,12.894955057567223,12.894955057740363
278,0,0,0.49373373561790573,0,0,-1.7126699506744834,77.0446740992577,0,0,12.8976492569117,12.897649257085094
279,0,0,0.45091698685104425,0,0,-1.6354787192516924,77.03060675778242,0,0,12.900319511376592,12.900319511550189
280,0,0,0.410030018869753,0,0,-1.558220731467279,77.0165390731952,0,0,12.902966575663193,12.902966575836997
281,0,0,0.3710745005830713,0,0,-1.4808965670757004,77.00247107190384,0,0,12.905589600201225,12.905589600373736
282,0,0,0.33405208640617945,0,0,-1.4035068270706714,76.98840278122387,0,0,12.908200521156516,12.90820052133064
283,0,0,0.2989644157294136,0,0,-1.3260518140417599,76.97433421544342,0,0,12.910774728708581,12.910774728895916
284,0,0,0.26581312037837096,0,0,-1.248532445824047,76.9602654156552,0,0,12.913325507004282,12.913325507178651
285,0,0,0.23459980923277,0,0,-1.1709493081489413,76.94619640845147,0,0,12.915851767185824,12.915851767360287
286,0,0,0.20532607652904677,0,0,-1.0933030139692972,76.93212722159086,0,0,12.91833194968373,12.918331949847078
287,0,0,0.1779935011798151,0,0,-1.0155947152272053,76.91805790629114,0,0,12.920708333208877,12.9207083333723
288,0,0,0.15260363329913582,0,0,-0.9378270068969851,76.90398857657999,0,0,12.923155439391044,12.923155439565726
289,0,0,0.12915795812671213,0,0,-0.8599981209122104,76.88991915641809,0,0,12.925585353891945,12.925585354066683
290,0,0,0.10765800510390663,0,0,-0.7821084870649133,76.87584966550834,0,0,12.927991028982433,12.927991029160571
291,0,0,0.08810529292728533,0,0,-0.704158711340354,76.86178013120868,0,0,12.930372297054726,12.930372297229553
292,0,0,0.07050132514377729,0,0,-0.6261494039139874,76.84771058104026,0,0,12.932731489491331,12.9327314896662
293,0,0,0.05484759004592809,0,0,-0.5480811166767056,76.83364103996863,0,0,12.935066455314786,12.935066455489691
294,0,0,0.04114556212901128,0,0,-0.4699544552938375,76.81957153528109,0,0,12.937378402102109,12.93737840227706
295,0,0,0.02939670074666565,0,0,-0.39176999524128636,76.80550209293166,0,0,12.93967305390163,12.939673054070303
296,0,0,0.01960245086563474,0,0,-0.3135281688937472,76.7914327326333,0,0,12.94193833668056,12.941938336855616
297,0,0,0.011764246643291683,0,0,-0.23522971047673483,76.77736348720921,0,0,12.944181408668152,12.944181408843287
298,0,0,0.005883503881374352,0,0,-0.15687517526003264,76.76329438167987,0,0,12.946407810603374,12.946407810767397
299,0,0,0.0019616244998730413,0,0,-0.07846497999494992,76.74922543502636,0,0,12.948599199798126,12.948599199981318
300,0,0,-0.0000000000000003531909319635864,0,0,0.0000000000000016120258720910382,76.735156686145,0,0,0,0
